speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_id,number_of_vehicles,number_of_casualties,day_of_week,junction_detail,junction_control,pedestrian_crossing,first_road_class,special_conditions_at_site,carriageway_hazards,collision_severity
30.0,4.0,4.0,1.9669756819357,6,1.0,2,1,4,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.8293646042398701,1.8293646042398701,6,1.1706353957601299,2,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,2.0,6,1.0,1,1,6,16.0,2.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.5533964195943075,6,2.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,2,1.0,2,1,3,18.329105047340153,4.0,13.776368349113385,3,0.0,0.0,Fatal
60.0,4.642542411018304,1.7285084822036607,1.0,6,2.0,1,2,5,17.371050893221962,4.0,14.085966071185357,5,0.0,0.0,Fatal
30.0,4.0,1.0,1.0547429910408224,6,1.0,1,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,3,1.0,2,1,5,13.0,2.0,15.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,1.0,2,1,3,17.26234317849308,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.416088991874326,4.0,2.0,6,1.0,2,1,4,13.0,4.0,0.0,5,0.0,0.0,Fatal
60.0,1.0,3.099630565663834,2.0,6,2.0,1,1,6,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.9192890578131303,1.0,1.0,6,1.0,1,3,2,14.83857811562626,3.3871406281245795,0.0,3,4.0,13.0,Fatal
30.0,1.0,1.3186930997248787,1.3186930997248787,6,1.3186930997248787,2,2,5,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,3,13.0,4.0,14.0,4,0.0,0.0,Fatal
60.0,6.0,1.813234821734523,2.0,6,2.0,1,3,6,19.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.36445309647495,6.2429687309833,2.0,6,1.0,1,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
20.0,1.9308784381826851,7.3018411713629865,2.0,6,1.0,1,1,5,13.0,4.0,14.767280390454328,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.5753042112992375,1,1,5,13.0,4.0,0.0,4,0.0,0.0,Fatal
40.0,1.0,1.0,1.218853663736054,6,1.0,1,1,1,13.0,3.562292672527892,14.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,6,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,13.433207664556894,3.8555974451477018,16.638993612869253,3,4.0,13.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,1,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,3,1.0,1,1,7,13.0,2.0,14.58676184941877,3,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,1,2.0,1,1,6,0.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,3,2.0,2,1,5,18.98058171558933,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,4.826826497248305,1.9567066243120763,6,2.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,6,16.0,2.0,15.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,2.0,2,1,5,18.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.2692538198447252,2,1,1,19.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.618206471335542,1.3817935286644576,2.0,6,1.0,1,1,3,16.0,2.0,15.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,3,19.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.1973971143221531,2.0,6,1.0,1,1,4,18.605205771355696,2.0,15.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,19.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,4,17.707367699003807,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.447835608555613,6,1.552164391444387,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Fatal
60.5530803610916,1.0,1.0,1.0,5,2.0,1,1,6,13.0,4.0,17.0,3,0.0,0.0,Fatal
30.0,4.0,1.0162867149133872,1.0162867149133872,3,1.0,2,1,3,13.0,2.0325734298267744,14.983713285086612,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,3,13.0,4.0,17.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,0.0,4.0,14.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,2.0,6,1.0,1,1,6,16.10962874760179,2.0,15.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,6,6,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,2,16.519359637968385,4.0,0.0,3,0.0,0.0,Fatal
40.0,4.145659193025262,1.0,1.8543408069747382,3,1.0,1,1,7,15.563022420924215,4.0,14.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.5729560283469604,7.80901465721768,2.0,6,1.0,1,1,5,13.57295602834696,3.6180293144353595,16.42704397165304,5,0.0,0.0,Fatal
30.0,4.0,1.2761985356927121,1.2761985356927121,6,2.0,2,1,2,13.0,2.5523970713854243,14.723801464307288,4,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,1,2.0,2,1,5,0.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0222256058264414,6,1.0,1,2,6,13.0,3.955548788347117,13.022225605826442,5,0.0,0.0,Fatal
30.0,4.0,4.0,1.6172753404099751,6,1.0,2,1,4,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,2.0,3,2,1,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,2,13.0,4.0,17.0,4,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,1.7351446091605331,2,1,4,18.264855390839468,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,3.428817328109081,1.0,6,1.0,1,1,7,18.61921155207272,4.0,0.0,3,0.0,0.0,Fatal
50.0,4.0,1.784800676100934,1.784800676100934,6,2.0,2,3,7,18.784800676100936,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,2.0,6,1.0,2,1,6,13.0,4.0,14.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,4,1.6057705745761102,4,1,5,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0851276897284408,6,1.0,1,1,6,17.170255379456883,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,7,13.0,4.0,14.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,4,1.0,1,1,3,19.0,4.0,13.575976371155171,4,0.0,0.0,Fatal
50.0,4.0,1.0,1.0,1,1.1673843478921953,1,1,2,0.0,4.0,0.0,5,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,2,2.0,1,1,1,0.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,3,1.4760040187975196,1,1,5,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,2.0,1,1,7,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,6,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,3,4,4,16.0,2.0,16.283533177812537,4,0.0,0.0,Fatal
30.0,6.0,1.8123246426634452,1.8123246426634452,6,1.1876753573365548,2,1,5,13.0,4.0,0.0,4,0.0,0.0,Fatal
40.0,1.0,1.0,1.4251114144355732,6,2.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,1,16.0,2.0,0.0,5,0.0,0.0,Fatal
20.0,3.5804852037839145,5.4195147962160855,1.8601617345946382,6,1.0,1,2,2,16.860161734594637,2.0,12.279676530810724,3,0.0,0.0,Fatal
40.0,1.0,1.1388656667217734,1.1388656667217734,6,1.1388656667217734,2,1,5,16.0,2.2777313334435467,0.0,3,0.0,0.0,Fatal
60.0,3.213636702951612,1.7378789009838709,1.7378789009838709,3,2.0,1,1,7,0.0,4.0,0.0,1,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,3,1.6889360138339047,1,1,3,0.0,3.3778720276678094,0.0,2,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,1,16.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.2181511484431875,1,1,2,13.0,4.0,17.0,3,0.0,0.0,Fatal
30.0,4.0,3.891752401988816,1.630584133996272,3,1.0,1,1,6,16.0,2.0,15.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,2,1,2,16.0,2.0,15.0,3,0.0,0.0,Fatal
30.0,4.0,1.9118912787003564,1.9118912787003564,6,1.0,1,2,1,13.0,2.1762174425992873,12.088108721299644,3,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,1,1.0,1,1,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.6562840335701474,1.6562840335701474,6,1.0,3,2,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.9943946043809362,2,1,7,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,6.2103964502504505,2.0,2.0,6,1.789603549749549,1,1,2,13.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,1,16.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,6.0,1.0,1.0,6,2.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,5.497776294910791,6.997035059881054,2.0,3,1.0,1,1,1,14.502223705089209,2.0,15.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,1,13.0,4.0,0.0,5,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,3,1.0,1,1,5,13.0,4.0,0.0,6,1.0333830558211972,15.966616944178803,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,1,16.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,4,13.0,4.0,14.0,3,0.0,0.0,Fatal
36.329933351693924,2.898980005508177,1.0,1.0,6,1.6329933351693922,1,1,3,18.36700666483061,4.0,0.0,6,0.0,17.63299333516939,Fatal
50.0,4.0,3.8413906663193997,1.71034766657985,3,1.0,1,1,1,13.0,2.0,15.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,2,1.7150399225936002,1,1,4,0.0,2.5699201548127997,15.569920154812799,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,6,16.789827015933398,4.0,0.0,3,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,1,1.501809133250867,1,1,6,0.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,3,2.0,1,1,3,0.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,3.9345693084501954,1.0,1.0,6,1.0,1,1,1,13.0,4.0,0.0,6,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,7,16.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.7429623843002686,1.7429623843002686,6,1.0,3,2,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.7336020729054302,1.7336020729054302,3,1.0,1,1,7,16.0,2.0,12.799193781283709,3,0.0,0.0,Fatal
30.0,1.330365326363641,1.0,1.0,6,1.0,1,1,2,13.0,4.0,17.0,3,0.0,0.0,Fatal
70.0,4.366977821660137,1.0,1.8165110891699316,3,1.1834889108300684,1,1,6,0.0,4.0,0.0,1,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
48.24655009764662,1.0,1.0,1.0,5,2.0,2,1,2,0.0,3.6493100195293233,16.649310019529324,3,0.0,0.0,Fatal
70.0,4.769055954355276,1.0,1.0,1,1.0,1,1,1,0.0,2.7690559543552764,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,13.0,4.0,14.0,3,0.0,0.0,Fatal
60.0,2.486626636975122,1.0,1.0,3,2.0,1,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,1.5515747189972713,1.5515747189972713,6,2.0,2,1,7,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,4.0,1.0,1.592231009731818,6,1.0,1,1,7,16.0,2.0,15.0,5,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,7,13.990114242128946,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,2,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,2.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,1.0,2,2,2,18.968976857865655,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.5964303264259225,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.1213955875423216,1,4,1,13.0,4.0,13.121395587542322,3,0.0,0.0,Fatal
30.0,4.0,4.014568675206027,2.0,6,1.0,1,1,3,13.0,4.0,0.0,6,0.0,0.0,Fatal
70.0,2.737099546997692,1.0,1.0,4,2.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.81340691398833,1,1.81340691398833,1,1,7,0.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,3,13.0,2.0,14.151544440762867,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,2,13.0,4.0,0.0,5,0.0,0.0,Fatal
60.0,6.4736967866137,2.4210903598410987,1.4736967866136996,6,2.0,2,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.965219807966946,1.0,1.0,3,1.0,2,3,1,13.965219807966946,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,2.0,3,1.107079873673293,2,4,4,16.0,2.214159747346586,14.67876037898012,3,0.0,0.0,Fatal
30.0,4.0,1.8143136281157266,1.8143136281157266,6,1.0,1,1,7,16.0,2.0,14.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,1.0,1,1,2,13.0,4.0,14.347873130469681,3,0.0,0.0,Fatal
50.0,4.216849471486103,1.0,1.216849471486103,3,1.0,2,1,3,13.65054841445831,2.0,15.0,3,0.0,0.0,Fatal
30.0,4.0,1.2346575969206846,1.2346575969206846,6,1.0,1,1,7,13.0,4.0,13.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,6,13.0,4.0,14.0,3,0.0,0.0,Fatal
40.0,4.842345759498826,1.842345759498826,1.842345759498826,5,1.842345759498826,1,3,1,17.684691518997653,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,6,13.0,4.0,0.0,4,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,3,1.0,1,1,7,13.0,4.0,13.997724619679598,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,3,1,13.0,3.794406843378874,0.0,3,0.0,0.0,Fatal
30.0,4.0,4.709018144087508,2.0,6,1.0,1,1,2,13.0,4.0,0.0,6,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,6,2.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,4,16.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,4,18.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.536469601935372,1,1,1,16.0,2.927060796129256,14.536469601935371,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,2.0,2,1,6,0.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,4.0,2.0,2.0,6,2.0,2,1,3,15.93057540783953,2.0462830614403136,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,3,1.8810819612923955,1,1,5,0.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,4.0,1.0,1.0,6,1.0,1,4,7,19.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,2,1.0,1,1,2,19.0,2.0,15.0,4,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,1.4292926549825307,2,2,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0874544108971305,1,1,6,13.0,4.0,0.0,6,0.0,0.0,Fatal
40.0,1.0,1.0,1.9407534891479366,5,1.0592465108520634,1,1,4,0.0,3.881506978295873,15.0,3,0.0,0.0,Fatal
60.0,6.0,1.0,2.0,6,2.0,1,3,1,18.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.987460992868819,6,1.0,1,1,3,16.0,2.0,15.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,7,18.475839101655453,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.2671637800415552,1,1,3,18.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,1.2797151328701997,1,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.6391110337211068,1.6391110337211068,6,1.0,4,1,3,16.721777932557785,2.7217779325577864,0.0,3,0.0,0.0,Fatal
60.0,6.0,1.0,1.6559684556398508,6,2.0,1,1,3,16.0,4.0,0.0,4,0.0,0.0,Fatal
20.0,4.0,2.0,2.0,6,1.7827271536253018,1,1,6,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,2.0,2,1,5,13.0,2.421123809815846,0.0,3,0.0,0.0,Fatal
50.0,6.0,1.0,1.0,6,2.0,2,2,1,15.257202841803625,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.0,1.290639490159105,2.0,5,2.0,2,1,5,0.0,4.0,0.0,1,0.0,17.290639490159105,Fatal
30.0,4.0,1.0,1.863145156873681,6,1.0,2,2,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,16.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.158025310079549,1.158025310079549,3,1.841974689920451,1,1,1,13.0,2.316050620159098,14.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,3,16.196830876322824,4.0,0.0,3,0.0,0.0,Fatal
60.0,5.67202137074639,1.336010685373195,1.336010685373195,6,2.0,1,1,7,13.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.355146874779778,2.0,6,2.0,2,2,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,2,19.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,3,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,2,6,19.0,3.979827013548884,17.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,1,16.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,1,18.260192512054925,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,4,2.0,2,1,6,0.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.1879154247804475,2,1,3,16.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,4,16.0,3.7912730526638256,0.0,5,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,3,1.0,1,1,4,13.0,4.0,16.406475893398987,3,0.0,17.296762053300508,Fatal
30.0,1.0,1.0,2.0,6,1.548013647845476,1,1,4,13.0,4.0,0.0,5,0.0,0.0,Fatal
40.0,1.6486276088803695,1.0,1.1081046014800617,1,1.8918953985199383,1,1,5,0.0,2.2162092029601235,14.783790797039877,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,3,1,13.0,3.726753570538904,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.8493342125075118,6,1.8493342125075118,2,1,2,16.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.3713584463140984,6,1.0,1,1,5,13.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,3.178666694194514,1.7262222313981714,1.7262222313981714,6,2.0,3,4,7,18.72622223139817,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,2.0,1,1,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,4.0,1.0,1.0,6,1.0,1,3,7,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.3647794128359263,1.3647794128359263,6,1.0,1,1,2,19.0,4.0,14.0,3,0.0,0.0,Fatal
60.0,6.0,1.0,1.0,6,2.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,3.576181245932254,1.0,1.858727081977418,6,1.858727081977418,2,1,6,18.141272918022583,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,3,13.0,4.0,0.0,5,4.0,13.0,Fatal
30.0,1.0,1.355053037034106,1.355053037034106,6,1.0,1,1,5,18.355053037034107,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,4.0,2.79981525588192,2.0,6,1.7333949147060268,2,1,2,13.0,4.0,14.0,4,0.0,0.0,Fatal
30.0,4.125779374410234,1.0,1.8742206255897655,6,1.8742206255897655,2,7,2,16.377338123230704,4.0,12.251558748820468,3,0.0,0.0,Fatal
30.0,1.0,1.4145587152600307,1.4145587152600307,6,1.0,1,1,2,13.0,4.0,14.0,3,0.0,0.0,Fatal
60.0,1.0115808913625677,1.0,1.0,6,2.0,1,1,6,16.0,3.992279405758288,0.0,3,0.0,0.0,Fatal
30.0,6.791751636602967,4.930583878867656,1.930583878867656,6,1.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,3.1438509995131847,1.0,1.0,6,1.0,2,1,3,16.0,2.0,15.0,3,0.0,0.0,Fatal
50.0,6.0,1.0,1.124397482117148,6,2.0,1,1,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,6,19.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,18.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.6563503194846712,6,2.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,1,13.0,4.0,0.0,4,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,3,1.0,2,1,4,13.0,4.0,13.626907642827042,3,0.0,0.0,Fatal
20.0,4.1576665423893955,1.8423334576106047,2.0,6,1.0,1,1,6,13.472999627168186,2.0,15.0,3,0.0,0.0,Fatal
50.0,1.711788470460363,1.0,1.1779471176150906,3,1.1779471176150906,1,1,4,18.466158647154728,2.0,12.533841352845272,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.903305039044024,6,1.0,2,1,3,13.0,4.0,13.096694960955976,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,3,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,7.0,2.0,2.0,6,2.0,1,1,4,18.503796214097186,4.0,0.0,4,0.0,0.0,Fatal
30.0,4.0,2.0,2.0,3,1.1207146687342697,1,1,3,13.0,4.0,14.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,1,1.729966566968987,1,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.5862371656940517,2,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
40.0,6.813314496031931,1.0,1.0,6,2.0,1,1,4,18.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,2,2,13.0,4.0,0.0,5,0.0,0.0,Fatal
20.0,4.0,1.4524695949191235,1.4524695949191235,6,1.4524695949191235,1,1,5,13.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,18.661108882260443,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.46256538521643,1.46256538521643,6,1.0,1,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,2,16.91774177148507,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0160228487821095,2,1,2,19.0,4.0,0.0,4,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,3,13.0,2.0,15.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,18.59427226069657,4.0,0.0,6,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,1,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,3,2,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.3682787226748958,2,1.6317212773251042,1,1,5,0.0,2.7365574453497916,14.368278722674896,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.142949368115024,6,1.0,3,1,5,13.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,1,18.03189323573645,4.0,0.0,3,0.0,0.0,Fatal
